"","...1","ID.Ibex","Label","Response","FeatureMatch","Word1","Word2","WordPair","Conceptual","Valence","Category","Experiment"
"8737",92,"667b577210c53a5b35f2d73e","control_Similar",99,"SimilarControl","help","assist","help-assist","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8738",93,"667b577210c53a5b35f2d73e","control_Dissimilar",0,"DissimilarControl","begin","end","begin-end","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8739",94,"667b577210c53a5b35f2d73e","control_MaxMatch_Positive_Social",63,"MaxMatch","brotherly","cheerful","brotherly-cheerful","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8740",95,"667b577210c53a5b35f2d73e","test_ConceptualMatch_Physical",0,"ConceptualMatchingOnly","comatose","radiant","comatose-radiant","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8741",96,"667b577210c53a5b35f2d73e","control_Similar",99,"SimilarControl","ask","inquire","ask-inquire","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8742",97,"667b577210c53a5b35f2d73e","control_Dissimilar",0,"DissimilarControl","arrive","leave","arrive-leave","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8743",98,"667b577210c53a5b35f2d73e","control_MaxMatch_Positive_Physical",99,"MaxMatch","decorative","radiant","decorative-radiant","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8744",99,"667b577210c53a5b35f2d73e","control_MaxMismatch",0,"MaxMismatch","oceanic","grumpy","oceanic-grumpy","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8745",100,"667b577210c53a5b35f2d73e","control_MaxMatch_Negative_Social",0,"MaxMatch","greedy","racist","greedy-racist","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8746",101,"667b577210c53a5b35f2d73e","control_MaxMatch_Negative_Physical",61,"MaxMatch","excruciating","obese","excruciating-obese","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8747",102,"667b577210c53a5b35f2d73e","test_ValenceMatch_Positive",99,"ValenceMatchingOnly","joyful","floral","joyful-floral","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8748",103,"667b577210c53a5b35f2d73e","test_ConceptualMatch_Social",0,"ConceptualMatchingOnly","brotherly","dreaded","brotherly-dreaded","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8749",104,"667b577210c53a5b35f2d73e","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","smelly","heartbroken","smelly-heartbroken","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8750",105,"667b577210c53a5b35f2d73e","control_Similar",99,"SimilarControl","speak","talk","speak-talk","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8751",106,"667b577210c53a5b35f2d73e","control_Dissimilar",0,"DissimilarControl","open","close","open-close","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8752",107,"667b577210c53a5b35f2d73e","control_MaxMatch_Positive_Social",99,"MaxMatch","joyful","easygoing","joyful-easygoing","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8753",108,"667b577210c53a5b35f2d73e","test_ConceptualMatch_Physical",0,"ConceptualMatchingOnly","moldy","nutritious","moldy-nutritious","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8754",109,"667b577210c53a5b35f2d73e","control_Similar",99,"SimilarControl","need","require","need-require","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8755",110,"667b577210c53a5b35f2d73e","control_Dissimilar",0,"DissimilarControl","come","go","come-go","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8756",111,"667b577210c53a5b35f2d73e","control_MaxMatch_Positive_Physical",99,"MaxMatch","sunny","oceanic","sunny-oceanic","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8757",112,"667b577210c53a5b35f2d73e","control_MaxMismatch",0,"MaxMismatch","oceanic","heartbroken","oceanic-heartbroken","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8758",113,"667b577210c53a5b35f2d73e","control_MaxMatch_Negative_Social",99,"MaxMatch","insulting","humiliating","insulting-humiliating","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8759",114,"667b577210c53a5b35f2d73e","control_MaxMatch_Negative_Physical",0,"MaxMatch","obese","itchy","obese-itchy","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8760",115,"667b577210c53a5b35f2d73e","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","selfless","nutritious","selfless-nutritious","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8761",116,"667b577210c53a5b35f2d73e","test_ConceptualMatch_Social",0,"ConceptualMatchingOnly","dependable","heartbroken","dependable-heartbroken","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8762",117,"667b577210c53a5b35f2d73e","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","moldy","dreaded","moldy-dreaded","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8763",118,"667b577210c53a5b35f2d73e","control_Similar",99,"SimilarControl","begin","start","begin-start","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8764",119,"667b577210c53a5b35f2d73e","control_Dissimilar",0,"DissimilarControl","push","pull","push-pull","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8765",120,"667b577210c53a5b35f2d73e","control_MaxMatch_Positive_Social",99,"MaxMatch","joyful","witty","joyful-witty","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8766",121,"667b577210c53a5b35f2d73e","test_ConceptualMatch_Physical",0,"ConceptualMatchingOnly","seasick","sunny","seasick-sunny","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8767",122,"667b577210c53a5b35f2d73e","control_Similar",99,"SimilarControl","get","obtain","get-obtain","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8768",123,"667b577210c53a5b35f2d73e","control_Dissimilar",0,"DissimilarControl","rise","fall","rise-fall","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8769",124,"667b577210c53a5b35f2d73e","control_MaxMatch_Positive_Physical",60,"MaxMatch","floral","homemade","floral-homemade","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8770",125,"667b577210c53a5b35f2d73e","control_MaxMismatch",0,"MaxMismatch","nutritious","stingy","nutritious-stingy","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8771",126,"667b577210c53a5b35f2d73e","control_MaxMatch_Negative_Social",0,"MaxMatch","grumpy","heartbroken","grumpy-heartbroken","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8772",127,"667b577210c53a5b35f2d73e","control_MaxMatch_Negative_Physical",0,"MaxMatch","nauseous","itchy","nauseous-itchy","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8773",128,"667b577210c53a5b35f2d73e","test_ValenceMatch_Positive",66,"ValenceMatchingOnly","dependable","nutritious","dependable-nutritious","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8774",129,"667b577210c53a5b35f2d73e","test_ConceptualMatch_Social",0,"ConceptualMatchingOnly","joyful","insulting","joyful-insulting","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8775",130,"667b577210c53a5b35f2d73e","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","seasick","hateful","seasick-hateful","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8776",131,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",17,"DissimilarControl","give","take","give-take","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8777",132,"5ef66e81cf5fa435ea9a4e8d","control_Similar",88,"SimilarControl","get","obtain","get-obtain","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8778",133,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",12,"DissimilarControl","open","close","open-close","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8779",134,"5ef66e81cf5fa435ea9a4e8d","control_MaxMismatch",14,"MaxMismatch","oceanic","insulting","oceanic-insulting","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8780",135,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Physical",15,"MaxMatch","homemade","newborn","homemade-newborn","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8781",136,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Social",35,"MaxMatch","insulting","stingy","insulting-stingy","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8782",137,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Positive",12,"ValenceMatchingOnly","hilarious","nutritious","hilarious-nutritious","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8783",138,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Social",16,"ConceptualMatchingOnly","brotherly","stingy","brotherly-stingy","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8784",139,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Physical",7,"MaxMatch","lifeless","itchy","lifeless-itchy","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8785",140,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Social",13,"MaxMatch","cheerful","selfless","cheerful-selfless","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8786",141,"5ef66e81cf5fa435ea9a4e8d","control_Similar",95,"SimilarControl","speak","talk","speak-talk","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8787",142,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Negative",9,"ValenceMatchingOnly","smelly","humiliating","smelly-humiliating","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8788",143,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Physical",12,"ConceptualMatchingOnly","excruciating","radiant","excruciating-radiant","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8789",144,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",10,"DissimilarControl","begin","end","begin-end","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8790",145,"5ef66e81cf5fa435ea9a4e8d","control_Similar",94,"SimilarControl","end","finish","end-finish","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8791",146,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",18,"DissimilarControl","push","pull","push-pull","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8792",147,"5ef66e81cf5fa435ea9a4e8d","control_MaxMismatch",10,"MaxMismatch","newborn","racist","newborn-racist","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8793",148,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Physical",9,"MaxMatch","fluffy","radiant","fluffy-radiant","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8794",149,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Social",70,"MaxMatch","insulting","dreaded","insulting-dreaded","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8795",150,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Positive",26,"ValenceMatchingOnly","cheerful","floral","cheerful-floral","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8796",151,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Social",12,"ConceptualMatchingOnly","witty","heartbroken","witty-heartbroken","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8797",152,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Physical",15,"MaxMatch","nauseous","smelly","nauseous-smelly","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8798",153,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Social",15,"MaxMatch","easygoing","selfless","easygoing-selfless","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8799",154,"5ef66e81cf5fa435ea9a4e8d","control_Similar",71,"SimilarControl","need","require","need-require","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8800",155,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Negative",10,"ValenceMatchingOnly","lifeless","stingy","lifeless-stingy","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8801",156,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Physical",12,"ConceptualMatchingOnly","comatose","floral","comatose-floral","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8802",157,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",9,"DissimilarControl","arrive","leave","arrive-leave","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8803",158,"5ef66e81cf5fa435ea9a4e8d","control_Similar",84,"SimilarControl","help","assist","help-assist","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8804",159,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",20,"DissimilarControl","come","go","come-go","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8805",160,"5ef66e81cf5fa435ea9a4e8d","control_MaxMismatch",14,"MaxMismatch","fluffy","infuriating","fluffy-infuriating","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8806",161,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Physical",13,"MaxMatch","fluffy","homemade","fluffy-homemade","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8807",162,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Social",8,"MaxMatch","racist","humiliating","racist-humiliating","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8808",163,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Positive",11,"ValenceMatchingOnly","selfless","fluffy","selfless-fluffy","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8809",164,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Social",13,"ConceptualMatchingOnly","courageous","grumpy","courageous-grumpy","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8810",165,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Physical",75,"MaxMatch","moldy","smelly","moldy-smelly","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8811",166,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Social",12,"MaxMatch","easygoing","hilarious","easygoing-hilarious","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8812",167,"5ef66e81cf5fa435ea9a4e8d","control_Similar",90,"SimilarControl","begin","start","begin-start","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8813",168,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Negative",15,"ValenceMatchingOnly","nauseous","greedy","nauseous-greedy","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8814",169,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Physical",12,"ConceptualMatchingOnly","itchy","blooming","itchy-blooming","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8815",170,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",8,"DissimilarControl","enter","exit","enter-exit","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8816",171,"5ef66e81cf5fa435ea9a4e8d","control_Similar",98,"SimilarControl","ask","inquire","ask-inquire","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8817",172,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",6,"DissimilarControl","add","remove","add-remove","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8818",173,"5ef66e81cf5fa435ea9a4e8d","control_MaxMismatch",0,"MaxMismatch","sunny","hateful","sunny-hateful","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8819",174,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Physical",15,"MaxMatch","fluffy","decorative","fluffy-decorative","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8820",175,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Social",10,"MaxMatch","heartbroken","infuriating","heartbroken-infuriating","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8821",176,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Positive",19,"ValenceMatchingOnly","courageous","newborn","courageous-newborn","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8822",177,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Social",5,"ConceptualMatchingOnly","easygoing","infuriating","easygoing-infuriating","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8823",178,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Physical",8,"MaxMatch","comatose","rancid","comatose-rancid","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8824",179,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Social",7,"MaxMatch","cheerful","courageous","cheerful-courageous","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8825",180,"5ef66e81cf5fa435ea9a4e8d","control_Similar",89,"SimilarControl","buy","purchase","buy-purchase","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8826",181,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Negative",10,"ValenceMatchingOnly","seasick","humiliating","seasick-humiliating","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8827",182,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Physical",4,"ConceptualMatchingOnly","lifeless","floral","lifeless-floral","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8828",183,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",6,"DissimilarControl","rise","fall","rise-fall","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8829",184,"5ef66e81cf5fa435ea9a4e8d","control_Similar",70,"SimilarControl","use","employ","use-employ","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8830",185,"5ef66e81cf5fa435ea9a4e8d","control_Dissimilar",0,"DissimilarControl","increase","decrease","increase-decrease","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8831",186,"5ef66e81cf5fa435ea9a4e8d","control_MaxMismatch",12,"MaxMismatch","fluffy","humiliating","fluffy-humiliating","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8832",187,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Physical",10,"MaxMatch","nutritious","radiant","nutritious-radiant","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8833",188,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Social",8,"MaxMatch","grumpy","stingy","grumpy-stingy","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8834",189,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Positive",7,"ValenceMatchingOnly","brotherly","blooming","brotherly-blooming","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8835",190,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Social",7,"ConceptualMatchingOnly","hilarious","stingy","hilarious-stingy","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8836",191,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Negative_Physical",8,"MaxMatch","seasick","itchy","seasick-itchy","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8837",192,"5ef66e81cf5fa435ea9a4e8d","control_MaxMatch_Positive_Social",11,"MaxMatch","joyful","dependable","joyful-dependable","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8838",193,"5ef66e81cf5fa435ea9a4e8d","control_Similar",84,"SimilarControl","show","display","show-display","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8839",194,"5ef66e81cf5fa435ea9a4e8d","test_ValenceMatch_Negative",13,"ValenceMatchingOnly","moldy","heartbroken","moldy-heartbroken","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8840",195,"5ef66e81cf5fa435ea9a4e8d","test_ConceptualMatch_Physical",6,"ConceptualMatchingOnly","rancid","decorative","rancid-decorative","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8841",196,"62e97dfea1a1ef00cb9f0b10","control_Similar",99,"SimilarControl","get","obtain","get-obtain","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8842",197,"62e97dfea1a1ef00cb9f0b10","control_Dissimilar",5,"DissimilarControl","give","take","give-take","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8843",198,"62e97dfea1a1ef00cb9f0b10","test_ConceptualMatch_Physical",35,"ConceptualMatchingOnly","comatose","decorative","comatose-decorative","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8844",199,"62e97dfea1a1ef00cb9f0b10","control_MaxMatch_Negative_Social",88,"MaxMatch","racist","hateful","racist-hateful","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8845",200,"62e97dfea1a1ef00cb9f0b10","control_MaxMatch_Positive_Physical",25,"MaxMatch","radiant","newborn","radiant-newborn","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8846",201,"62e97dfea1a1ef00cb9f0b10","control_Similar",80,"SimilarControl","use","employ","use-employ","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8847",202,"62e97dfea1a1ef00cb9f0b10","control_MaxMatch_Positive_Social",81,"MaxMatch","joyful","witty","joyful-witty","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8848",203,"62e97dfea1a1ef00cb9f0b10","control_MaxMatch_Negative_Physical",25,"MaxMatch","comatose","seasick","comatose-seasick","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8849",204,"62e97dfea1a1ef00cb9f0b10","test_ConceptualMatch_Social",0,"ConceptualMatchingOnly","cheerful","racist","cheerful-racist","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8850",205,"62e97dfea1a1ef00cb9f0b10","control_Dissimilar",0,"DissimilarControl","rise","fall","rise-fall","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8851",206,"62e97dfea1a1ef00cb9f0b10","test_ValenceMatch_Negative",9,"ValenceMatchingOnly","smelly","greedy","smelly-greedy","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8852",207,"62e97dfea1a1ef00cb9f0b10","control_MaxMismatch",19,"MaxMismatch","radiant","greedy","radiant-greedy","Phys-Soc/Psych","PositiveMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8853",208,"62e97dfea1a1ef00cb9f0b10","test_ValenceMatch_Positive",23,"ValenceMatchingOnly","brotherly","floral","brotherly-floral","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8854",209,"62e97dfea1a1ef00cb9f0b10","control_Similar",99,"SimilarControl","buy","purchase","buy-purchase","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8855",210,"62e97dfea1a1ef00cb9f0b10","control_Dissimilar",3,"DissimilarControl","increase","decrease","increase-decrease","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8856",211,"62e97dfea1a1ef00cb9f0b10","test_ConceptualMatch_Physical",25,"ConceptualMatchingOnly","rancid","floral","rancid-floral","Phys-Soc/Psych","NegativeMismatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8857",212,"62e97dfea1a1ef00cb9f0b10","control_MaxMatch_Negative_Social",18,"MaxMatch","stingy","infuriating","stingy-infuriating","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8858",213,"62e97dfea1a1ef00cb9f0b10","control_MaxMatch_Positive_Physical",79,"MaxMatch","floral","decorative","floral-decorative","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8859",214,"62e97dfea1a1ef00cb9f0b10","control_Similar",99,"SimilarControl","speak","talk","speak-talk","Phys-Soc/Psych",NA,"Adjs","Ex2b: Phys-Soc (Adjs)"
"8860",215,"62e97dfea1a1ef00cb9f0b10","control_MaxMatch_Positive_Social",92,"MaxMatch","cheerful","hilarious","cheerful-hilarious","Phys-Soc/Psych","PositiveMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
"8861",216,"62e97dfea1a1ef00cb9f0b10","control_MaxMatch_Negative_Physical",39,"MaxMatch","nauseous","comatose","nauseous-comatose","Phys-Soc/Psych","NegativeMatch","Adjs","Ex2b: Phys-Soc (Adjs)"
